mearth,earth,mercury,moon,0.01_hhe,0.1_hhe,1_hhe,halfwater,allwater,allfe,10_hhe,20_water,10_water,3_water,60_hhe
1.103772,6551.4742590000005,5994.011344,7259.912978,9379.976994,14636.065067,,12475.793953,16840.271125,5103.140314,,9865.609565091867,8834.301828239986,7971.393542195793,68356.85779145105
1.107536,6557.53462,5999.519721,7266.462326999999,9385.431477,14632.282984,,12477.649069,16838.089751,5107.986952,,9869.299481446413,8838.305363214555,7975.616318629251,68360.34840667402
1.111314,6563.600587,6005.03316,7273.017584999999,9390.889131999998,14628.501878000001,,12479.504461,16835.908658,5112.838193,,9872.999886052756,8842.320071748785,7979.850736053107,68363.85200505669
1.115104,6569.672165,6010.551665999999,7279.578756,9396.34996,14624.721749,,12481.360128,16833.727849000003,5117.694041,,9876.708790068342,8846.343793798334,7984.094514954977,68367.36673186194
1.118906,6575.749359,6016.075242,7286.145845999999,9401.813964,14620.942597,,12483.216072,16831.547321999995,5122.554501,,9880.426166108457,8850.376497534218,7988.347620621264,68370.89258708981
1.122722,6581.832175,6021.603895,7292.718861,9407.281145,14617.164421000001,,12485.072292,16829.367077000003,5127.419577000001,,9884.153939651744,8854.420269468967,7992.612252339279,68374.43142547739
1.126551,6587.920618,6027.137629,7299.297805,9412.751506,14613.387222,,12486.928788,16827.187115,5132.289274000001,,9887.891102472782,8858.4740135215,7996.88725284269,68377.9823196561
1.130393,6594.014693,6032.676447999999,7305.882684,9418.225047000002,14609.610999,,12488.785559000002,16825.007435,5137.163596,,9891.637624475465,8862.537694728595,8001.172583995865,68381.54526962599
1.134248,6600.114404999999,6038.220358,7312.473503999999,9423.701772,14605.835750999999,,12490.642607,16822.828037,5142.042547,,9895.393475520412,8866.611278070843,8005.468207603611,68385.12027538702
1.138117,6606.21976,6043.769361,7319.070269,9429.181681,14602.061479,,12492.499931,16820.648922,5146.926131,,9899.159598399783,8870.695783673078,8009.775198069339,68388.70826430774
1.1419979999999998,6612.330762,6049.3234649999995,7325.672985999999,9434.664776000001,14598.288183,,12494.357531,16818.470088999995,5151.814354,,9902.934016067336,8874.789065001572,8014.0912906677695,68392.30738165109
1.145893,6618.447417,6054.882672,7332.281659,9440.15106,14594.515861000002,,12496.215408,16816.291538,5156.70722,,9906.718643328091,8878.893196262528,8018.4186712407545,68395.91948215412
1.149801,6624.5697310000005,6060.446989,7338.896294,9445.640534999999,14590.744513999998,,12498.073559999999,16814.113269999998,5161.604732,,9910.512476894746,8883.007087010794,8022.756188696179,68399.54363844832
1.153722,6630.697707,6066.016418,7345.516895999999,9451.133201,14586.974142,,12499.931989,16811.935284,5166.506896,,9914.315486413625,8887.130701947784,8027.103804543158,68403.17985053365
1.157657,6636.8313530000005,6071.590966,7352.14347,9456.629062000002,14583.204744,,12501.790695,16809.757578999997,5171.413715,,9918.128610077993,8891.265055877253,8031.462587376895,68406.8290457787
1.161605,6642.9706719999995,6077.170637,7358.776023,9462.128118,14579.436319999999,,12503.649676000005,16807.580157,5176.325194,,9921.950847100814,8895.409061208762,8035.831389232451,68410.4902968149
1.1655659999999999,6649.11567,6082.755436,7365.414559000001,9467.630373000002,14575.66887,,12505.508934,16805.403016999997,5181.241339,,9925.782167003952,8899.562682480531,8040.210171446423,68414.16360364224
1.169541,6655.266353,6088.345366,7372.059084,9473.135826,14571.902394,,12507.368469,16803.226159,5186.162152,,9929.62350520164,8903.726931279365,8044.59999910304,68417.8498936293
1.17353,6661.422725,6093.940434,7378.709603,9478.644481,14568.136891,,12509.22828,16801.049583,5191.087639,,9933.474828471315,8907.901768972559,8049.000830076403,68421.54916677607
1.177532,6667.584792000001,6099.540644,7385.366121999999,9484.156340000001,14564.37236,,12511.088368,16798.873287999995,5196.017803,,9937.335139391358,8912.086111813318,8053.411520611839,68425.26049571397
1.181548,6673.7525590000005,6105.146,7392.028645,9489.671404,14560.608803000001,,12512.948731999999,16796.697276,5200.95265,,9941.205370578018,8916.28096814825,8057.833132257644,68428.98480781158
1.185578,6679.926032,6110.756507,7398.697178999999,9495.189674,14556.846218,,12514.809373,16794.521546,5205.892184,,9945.085488668754,8920.486299161983,8062.265622694644,68432.7221030689
1.1896209999999998,6686.105216,6116.372170000001,7405.371729,9500.711154,14553.084606,,12516.67029,16792.346097,5210.8364090000005,,9948.974498790225,8924.701024018997,8066.707851356982,68436.47145411736
1.193678,6692.290115,6121.992994,7412.052300999999,9506.235843999999,14549.323965000001,,12518.531485,16790.17093,5215.78533,,9952.87333074782,8928.926147809683,8071.160876239884,68440.23378832554
1.197749,6698.4807359999995,6127.618982999999,7418.738897999999,9511.763746999999,14545.564296,,12520.392956,16787.996045,5220.738950999999,,9956.781951044366,8933.161631541958,8075.624654837541,68444.0091056934
1.201834,6704.677083,6133.250143,7425.431528,9517.294864,14541.805599000001,,12522.254704000004,16785.821442,5225.697276,,9960.700326136975,8937.407436163676,8080.099144580773,68447.79740622098
1.205932,6710.879162,6138.886477,7432.130195999999,9522.829198000001,14538.047873,,12524.116728000005,16783.647119999998,5230.660311,,9964.627464584239,8941.662484761406,8084.583209199461,68451.5977625397
1.210045,6717.086978,6144.527991,7438.8349069999995,9528.36675,14534.291118000001,,12525.97903,16781.47308,5235.628059000001,,9968.56524936811,8945.928814814073,8089.078994418894,68455.41202938669
1.214172,6723.300537,6150.17469,7445.545666,9533.907522,14530.535334,,12527.841608,16779.299321999995,5240.600525,,9972.51268805328,8950.20534824884,8093.585362706292,68459.23927939338
1.218313,6729.519843000001,6155.826578,7452.262479000001,9539.451516,14526.780519999998,,12529.704463,16777.125844999995,5245.577714,,9976.469746920184,8954.492045780295,8098.102271246579,68463.07951255977
1.222468,6735.744903,6161.483659,7458.985351999999,9544.998734,14523.026677000002,,12531.567595999999,16774.95265,5250.55963,,9980.436392206648,8958.788868066433,8102.629677165158,68466.93272888585
1.226637,6741.975721,6167.145939999999,7465.714288999999,9550.549178,14519.273803999999,,12533.431005,16772.779736,5255.546277,,9984.412590108508,8963.095775709362,8107.167537528652,68470.79892837165
1.23082,6748.212302,6172.813424,7472.449297,9556.102848999999,14515.5219,,12535.294692,16770.607103999995,5260.537661,,9988.398306780226,8967.41272925598,8111.715809345691,68474.67811101714
1.235018,6754.454653,6178.486116,7479.19038,9561.65975,14511.770966,,12537.158655,16768.434753,5265.5337850000005,,9992.3944597942,8971.740719633852,8116.275535155102,68478.57120419088
1.2392299999999998,6760.702778,6184.1640210000005,7485.937544999999,9567.219882,14508.021002000001,,12539.022895999999,16766.262683,5270.534653,,9996.400061922366,8976.07867472237,8120.845583943409,68482.47728052434
1.243456,6766.956682999999,6189.847145000001,7492.690797,9572.783247,14504.272006000001,,12540.887414,16764.090894999998,5275.540272,,10000.41507919302,8980.426554899977,8125.425912542337,68486.3963400175
1.2476969999999998,6773.216373,6195.53549,7499.450140999999,9578.349847,14500.523979,,12542.752209999999,16761.919387999995,5280.550644,,10004.440426283469,8984.785347734227,8130.017559826362,68490.3293100389
1.251952,6779.481854000001,6201.229064,7506.215583,9583.919684999999,14496.776919999998,,12544.617282,16759.748163,5285.565775,,10008.475118602177,8989.153984119532,8134.619398084038,68494.27526322001
1.2562209999999998,6785.75313,6206.927869,7512.987127999999,9589.492761,14493.030830000002,,12546.482632,16757.577217999995,5290.585669,,10012.519122057127,8993.532424272393,8139.231383977448,68498.23419956083
1.260506,6792.030206999999,6212.631912,7519.764781,9595.069078,14489.285708000001,,12548.348259,16755.406555,5295.610331,,10016.574294317365,8997.922676411155,8143.85563128479,68502.20797379845
1.264804,6798.313091,6218.341197,7526.548548999999,9600.648637999999,14485.541554,,12550.214164000005,16753.236172999998,5300.6397640000005,,10020.63776072053,9002.321625345274,8148.488857283011,68506.19380382722
1.269118,6804.6017870000005,6224.055728,7533.338437,9606.231442,14481.798367,,12552.080345999999,16751.066072999998,5305.673974,,10024.712321950006,9006.73229997642,8153.13425068756,68510.19447175278
1.2734459999999999,6810.8963,6229.775511,7540.134449999999,9611.675729,14478.056147,,12554.494118,16749.769402,5310.712966,,10028.79605195514,9011.152612251955,8157.789610764854,68514.20812283806
1.2777889999999998,6817.196636,6235.50055,7546.936593999999,9616.976773,14474.314895,,12557.473114,16749.373583,5315.756743,,10032.889858601153,9015.583541828497,8162.455967763582,68518.23568445159
1.282147,6823.5028,6241.230850999999,7553.744875,9622.28074,14470.574609000001,,12560.452818000002,16748.977772999995,5320.80531,,10036.993704742708,9020.0250453527,8167.133274460991,68522.27715659337
1.28652,6829.814797,6246.966417000001,7560.559296999999,9627.587631999999,14466.83529,,12563.433228000002,16748.581973,5325.858673,,10041.1075531898,9024.477079411241,8171.821483571509,68526.3325392634
1.290907,6836.132633,6252.707254999999,7567.379866999999,9632.897452,14463.096937,,12566.414346,16748.186181999998,5330.916834000001,,10045.230427387816,9028.938584094189,8176.5194774538295,68530.40090509313
1.29531,6842.456314,6258.453368,7574.206589999999,9638.210199,14459.35955,,12569.396170999999,16747.7904,5335.9798,,10049.364169648914,9033.411549839471,8181.229350482113,68534.48410881968
1.299727,6848.785844,6264.204761999999,7581.039470999999,9643.525877,14455.623129,,12572.378703,16747.394627,5341.047574,,10053.506864963834,9037.893901282443,8185.9489158001525,68538.58029570592
1.3041600000000002,6855.121229,6269.9614409999995,7587.878517,9648.844487,14451.887673,,12575.361943000002,16746.998863999997,5346.120161,,10057.660351769402,9042.38762437152,8190.680262883459,68542.69132048897
